time,ground_speed_mps,track_deg
09:13:04,,
09:13:04,,
09:13:04,,
09:13:04,,
09:13:04,,
09:13:05,4.924505964535885,301.12147893769134
09:13:05,4.924505829943821,301.12147926829095
09:13:05,4.924505716218557,301.1214798003696
09:13:05,4.9245056291314455,301.12148000816535
09:13:05,4.924505607936237,301.12148008593556
09:13:06,1.4684301677209972,320.36374661050445
09:13:06,1.4684301580113415,320.3637473680688
09:13:06,1.468430141857856,320.3637472981624
09:13:06,1.4684301393345047,320.3637479652466
09:13:06,1.4684301368673178,320.36374809595355
09:13:07,1.9935379734357275,315.1784935809348
09:13:07,1.9935379343981847,315.17849467199335
09:13:07,1.993537912147627,315.17849543444726
09:13:07,1.9935378795345902,315.17849629449455
09:13:07,1.99353785267074,315.17849715454196
09:13:08,0.4844305518300169,28.919191689586967
09:13:08,0.4844305507925582,28.919191774669514
09:13:08,0.48443054662553986,28.919190575389848
09:13:08,0.48443054558808135,28.919190559334595
09:13:09,0.36332291318661214,28.919191797212818
09:13:09,0.28280576312331757,0.0
09:13:09,0.282805763133606,0.0
09:13:09,0.282805763133606,0.0
09:13:09,0.28280576312331757,0.0
09:13:10,0.17569408614686294,270.0
09:13:10,0.4243939695780471,180.0
09:13:10,0.42439396959348646,180.0
09:13:10,0.42439396959348646,180.0
09:13:10,0.4243939695780471,180.0
09:13:11,0.636237064536894,213.52434701692118
09:13:11,0.9021147527148613,231.17204317361052
09:13:11,0.9021147668976124,231.17204350781873
09:13:11,0.9021147709625533,231.1720442813567
09:13:11,0.9021147724715421,231.17204418182718
09:13:12,0.9691855608217962,208.90859728326674
09:13:12,0.9691855617025468,208.9085972802583
09:13:12,0.9691855692757435,208.90859756540385
09:13:12,0.969185573025808,208.90859854298358
09:13:12,0.9691855739770753,208.90859859051014
09:13:13,0.7068290829409375,179.999999469493
09:13:13,0.7068290868656605,180.0
09:13:13,0.7068290789905001,180.0
09:13:13,0.7068290868656605,180.0
09:13:13,0.7068290829409375,180.0
09:13:14,0.4240233198073315,180.0
09:13:14,0.4240233197919056,180.0
09:13:14,0.42402332375776886,180.0
09:13:14,0.4240233158414683,180.0
09:13:14,0.42402332375776886,180.0
09:13:15,0.3672278729226619,219.6362554497632
09:13:15,0.3672278696317011,219.63625500840465
09:13:15,0.367227870542333,219.63625447342326
09:13:15,0.367227875601119,219.63625595678278
09:13:15,0.36722787233687737,219.63625516343026
09:13:16,0.9967458433831045,224.83528029726716
09:13:16,0.9967458461685177,224.83528024539453
09:13:16,0.9967458610566653,224.83528094208503
09:13:16,0.9967458656550838,224.83528158700258
09:13:16,0.9967458685130189,224.83528160679847
09:13:17,1.155224141928306,191.69970141458992
09:13:17,1.1552241455684293,191.69970131663797
09:13:17,1.1552241442101372,191.69970197887696
09:13:17,1.155224145309026,191.69970219877433
09:13:17,1.1552241451648404,191.6997022075299
09:13:18,1.5787097693677337,206.4335064990062
09:13:18,1.5787097780760566,206.43350754003353
09:13:18,1.5787097910607095,206.4335081398205
09:13:18,1.578709796855645,206.43350891102074
09:13:18,1.578709803389485,206.43350929811837
09:13:19,1.624639451214144,196.76115494150082
09:13:19,1.624639453730179,196.7611552070708
09:13:19,1.6246394506865636,196.76115583751593
09:13:19,1.624639462655155,196.76115625214987
09:13:19,1.6246394652814926,196.7611570856118
09:13:20,2.179533762976598,212.50724071826096
09:13:20,2.1795337841301756,212.50724173160313
09:13:20,2.179533815622436,212.50724289003486
09:13:20,2.179533836776011,212.50724392835838
09:13:20,2.17953386123405,212.50724472166587
09:13:21,2.6635023829671103,211.85079234797612
09:13:21,2.6635024116895742,211.85079346206084
09:13:21,2.663502454224326,211.85079481531608
09:13:21,2.6635024863023853,211.85079584910667
09:13:22,2.818367783127911,214.12287610021278
09:13:22,3.197087342632265,221.25092193763808
09:13:22,3.1970874209669407,221.25092339172608
09:13:22,3.1970874846147193,221.25092479482498
09:13:22,3.197087562716766,221.25092622801728
09:13:23,3.1115688093413274,218.39209727902323
09:13:23,3.1602879969904656,216.3637815510768
09:13:23,3.160288056433626,216.36378287658275
09:13:23,3.1602881242217347,216.3637845647647
09:13:23,3.16028818025378,216.36378596630323
09:13:24,2.9203293749755144,216.98073593533726
09:13:24,2.793737686199229,215.93385742100904
09:13:24,2.7937377331518305,215.9338588797962
09:13:24,2.7937377747763286,215.93385986357134
09:13:24,2.7937378326089926,215.9338615609969
09:13:25,2.3138759987946877,217.4050879514938
09:13:25,2.3138760351675036,217.40508900380098
09:13:25,2.3138760654325297,217.4050902156958
09:13:25,2.313876105780841,217.40509123714622
09:13:25,2.3138761312329357,217.40509216498032
09:13:26,1.8160349927044963,211.06296410337185
09:13:26,1.8160350119910584,211.06296493977044
09:13:26,1.8160350212579106,211.06296589131495
09:13:26,1.8160350473053055,211.06296673186702
09:13:26,1.816035059963165,211.06296739139273
09:13:27,1.7294626745722497,222.62993777857213
09:13:27,1.729462687075243,222.62993807211646
09:13:27,1.7294627203402053,222.62993920212895
09:13:27,1.7294627432339098,222.629940172619
09:13:27,1.7294627558627345,222.6299406248661
09:13:28,1.835855610741444,219.64369809166286
09:13:28,1.8358556361459313,219.64369886608873
09:13:28,1.8358556556001073,219.64369971093518
09:13:28,1.835855676829054,219.6437004337118
09:13:28,1.8358557004587663,219.64370147104864
09:13:29,2.075596608024172,232.18977080296168
09:13:29,2.0755966405262876,232.18977155265404
09:13:29,2.075596672852495,232.18977219159262
09:13:29,2.0755967105251503,232.18977301347388
09:13:29,2.0755967456000888,232.18977384029543
09:13:30,2.6657754688356885,241.4801126812659
09:13:30,2.6657755377414025,241.4801132647842
09:13:30,2.665775585817388,241.4801140475492
09:13:30,2.665775641336036,241.48011463032097
09:13:30,2.665775693184397,241.48011524611385
09:13:31,3.813983537921412,259.3142152789856
09:13:31,3.8139835930797563,259.3142154096314
09:13:31,3.813983654946726,259.31421563681886
09:13:31,3.81398369797532,259.314215626589
09:13:31,3.8139837655409092,259.31421589811043
09:13:32,3.558819812129052,260.85507181829536
