timestamp,ground_speed_mps,track_deg
1900-01-01 09:13:12.558,2.4418138423206464,-63.429941759667855
1900-01-01 09:13:14.574,0.4074971901837444,63.46499382540398
1900-01-01 09:13:16.590,0.7221697159957253,-33.6785182770011
1900-01-01 09:13:18.611,0.40677363777885306,116.59508043269369
1900-01-01 09:13:20.627,0.0,0.0
1900-01-01 09:13:22.637,0.5487152433963007,-135.0
1900-01-01 09:13:24.654,0.8148754038490116,-116.56505117707799
1900-01-01 09:13:26.665,0.5484424266889865,135.0
1900-01-01 09:13:28.678,0.4081045426510588,116.5350062173037
1900-01-01 09:13:30.695,0.6976339477050582,-90.0
1900-01-01 09:13:32.713,0.2107237137864683,-180.0
1900-01-01 09:13:34.727,0.9124333324682056,-153.41992240219864
1900-01-01 09:13:36.745,0.6316195089465871,-180.0
1900-01-01 09:13:38.767,0.9385958109472734,-126.85788089567538
1900-01-01 09:13:40.782,1.0540823248031292,-180.0
1900-01-01 09:13:42.803,1.4812412138339368,-129.79818412979634
1900-01-01 09:13:45.820,2.193212348492425,-135.00625841442115
1900-01-01 09:13:47.831,1.4469620250650714,-146.29837624499916
1900-01-01 09:13:49.844,1.095795915898969,-135.00000001333916
1900-01-01 09:13:51.858,0.9426958941479642,-126.88191059116676
1900-01-01 09:13:53.879,0.8405420237789274,-180.0
1900-01-01 09:13:55.887,1.1328531795256793,-108.41241802920678
1900-01-01 09:13:57.910,1.0903794876584223,-135.0
1900-01-01 09:13:59.925,0.9422283582201599,-126.8819106082355
1900-01-01 09:14:01.940,2.136521795068939,-99.46435217236642
1900-01-01 09:14:03.963,2.782267004730533,-90.0
1900-01-01 09:14:05.975,0.5481704842535565,-134.99999994664338
1900-01-01 09:14:07.992,0.7286370996007957,-104.01857323146344
1900-01-01 09:14:10.015,0.3477834225553706,-90.0
1900-01-01 09:14:12.033,0.40698833100077786,-116.62517264957549
1900-01-01 09:14:14.047,0.21058950358094677,-180.0
1900-01-01 09:14:16.060,0.7225410403354466,146.33305429104246
1900-01-01 09:14:18.087,1.256932370121741,141.34751670431615
1900-01-01 09:14:20.111,1.063680499698899,99.45014455633213
1900-01-01 09:14:22.132,2.8465691388671033,116.56934203492744
1900-01-01 09:14:24.152,2.9099443699733114,104.02961636263808
1900-01-01 09:14:26.170,2.7971126844130887,93.58100938331859
1900-01-01 09:14:28.190,3.141271121957644,93.17613269592982
1900-01-01 09:14:30.201,2.8068492802764835,93.58100938331859
1900-01-01 09:14:32.230,2.8437184602314773,100.61682109810317
1900-01-01 09:14:34.256,1.7862388252437866,101.30993247402023
1900-01-01 09:14:36.278,1.7397794621784195,90.0
1900-01-01 09:14:38.293,0.40770074161895,-63.46499382540398
1900-01-01 09:14:40.315,0.6959117533147715,90.0
1900-01-01 09:14:42.335,0.42047906665005935,-180.0
1900-01-01 09:14:44.352,0.34881846602259214,-90.0
1900-01-01 09:14:46.365,0.4219412392613611,0.0
1900-01-01 09:14:48.382,0.4072964771255252,-116.53500617459602
1900-01-01 09:14:50.407,0.4059715000018906,-116.5950804326937
1900-01-01 09:14:52.432,0.7184796266915172,-146.2983762039523
1900-01-01 09:14:54.447,0.0,0.0
1900-01-01 09:14:56.473,0.3472689738279968,-90.0
1900-01-01 09:14:58.487,2.1905057801611556,-44.99999999333042
1900-01-01 09:15:00.503,1.0530072864475526,0.0
1900-01-01 09:15:02.524,0.5457295685671646,-45.0
1900-01-01 09:15:04.542,0.6972908481361518,-90.0
1900-01-01 09:15:06.557,2.7515029775117053,-66.79752475935696
1900-01-01 09:15:08.567,2.992812986084968,-72.65025120917159
1900-01-01 09:15:10.586,2.523365792252708,-38.65980825409008
1900-01-01 09:15:12.597,1.6350554078348276,-29.73332507613486
1900-01-01 09:15:14.627,2.509691795664583,-38.65980824888459
1900-01-01 09:15:16.650,1.479777608202356,-50.20181587020369
1900-01-01 09:15:18.664,1.632180703479158,-63.43494883359334
1900-01-01 09:15:20.691,1.632341037377071,-44.99999999110722
1900-01-01 09:15:22.709,2.1521180305329533,-59.029616362638095
1900-01-01 09:15:24.737,2.50835216290767,-77.91037130449033
1900-01-01 09:15:26.756,3.0597282335073808,-69.44086833356064
1900-01-01 09:15:28.773,3.072037199689706,-31.610080725531077
1900-01-01 09:15:30.787,3.450545801288267,-42.7122690640208
1900-01-01 09:15:32.799,3.231825079403178,-54.457247746649614
1900-01-01 09:15:35.822,4.039478916021395,-58.73584836541458
1900-01-01 09:15:37.848,2.8392488551117747,-63.43924000213504
1900-01-01 09:15:39.865,1.484176534638253,-50.20181587020369
1900-01-01 09:15:41.872,1.4503300143874127,-33.69006751777107
1900-01-01 09:15:43.893,2.0150522596646625,-23.965585958091623
1900-01-01 09:15:45.908,1.4857182831277436,-50.174729484729056
1900-01-01 09:15:47.914,1.9370995928818755,-12.530574841851376
1900-01-01 09:15:49.922,1.5210986306140588,-15.948230078974774
1900-01-01 09:15:51.936,2.7081426662937758,-36.02412638087267
1900-01-01 09:15:53.946,2.976360676209801,-60.263206269910214
1900-01-01 09:15:55.960,2.9728397240787015,-50.18827296814109
1900-01-01 09:15:57.984,3.21300043969405,-54.46232220297837
1900-01-01 09:15:59.996,3.6165693448668397,-33.692378220760304
1900-01-01 09:16:02.008,3.535721628086995,-20.550900864622747
1900-01-01 09:16:04.023,3.845269175883556,-25.202825570859005
1900-01-01 09:16:06.039,3.1295160059310443,-23.198590508128547
1900-01-01 09:16:08.049,4.074734504055213,-11.889454830835035
1900-01-01 09:16:10.064,4.480463567724957,10.784955172889909
